method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8
LOCO_bt,20640,94.29520058631897,0.0,0.0,9.261627845561908e-26,2.3939336892264065e-33,0.5181153391896618,5.361738992397053e-07,0.0,0.0,0.5218404898970889
LOCO_sqd,20640,93.56801724433899,0.0,0.0,0.0,5.412361788436593e-125,1.0,0.0,0.0,0.0,1.0
S-CPI_ST,20640,33.16693043708801,1.020359626747308e-157,6.51542428136832e-05,9.345789960343389e-19,1.291669057450217e-29,0.5050696392613581,4.935948949136847e-07,1.3645190429628403e-61,2.0104563574939093e-54,0.3562375772228679
S-CPI_Wilcox,20640,33.239444732666016,2.9921617449399233e-265,1.5250150164753368e-10,2.610666902664667e-33,1.9594735539105745e-37,0.49387022474326653,2.6771886459084347e-15,4.195541011981418e-91,3.059737576994674e-92,0.648533817274145
LOCO_ST,20640,33.23870873451233,1.7381713069983527e-153,0.9708602614691998,1.631572058865398e-33,1.3927140111362745e-40,0.4343914639851822,6.110259588747637e-12,5.260369305524233e-28,1.5017654759652384e-39,0.24229258698350623
LOCO_Wilcox,20640,33.23870873451233,2.3341978720508803e-216,0.22709468006583622,1.3583167800272756e-43,8.804650876517179e-57,0.33072004283922884,9.202217793402288e-21,1.429145241018462e-54,2.054053839225398e-56,0.28809488435923414
Semi_KO_ST,20640,181.18400812149048,0.0,1.3183943422774119e-22,4.386564006637281e-23,1.5652417162156569e-31,0.20374820408758873,0.00017784798727542276,1.8281567366551706e-165,1.623035549196496e-152,0.7322030924902363
Semi_KO_Wilcox,20640,180.6286585330963,0.0,2.8686324933419325e-30,1.205544206675945e-25,2.0934416294690102e-50,0.3790765768804424,1.2973305987927051e-05,1.1370428514925919e-273,7.242002252892658e-224,0.2006685662585448
dCRT,20640,2.631042003631592,1.4944913989178968e-225,3.6606635763673315e-12,1.7259987428354988e-09,4.2591637936637954e-14,0.9262381026185968,0.00975589173240169,6.009407449095221e-73,1.9147120503058244e-71,0.9180482711496287
HRT,20640,1194.1337430477142,0.0,0.0,0.0,0.0,0.7095653377630122,0.0,0.0,0.0,0.6845445736434108
Semi_KO_ST_perm5,20640,884.1118371486664,0.0,1.4266812506739805e-73,9.46858536271209e-71,1.9253596701533515e-141,0.7197521098881913,1.1185563194127448e-14,0.0,0.0,0.0017683750779478415
Semi_KO_Wilcox_perm5,20640,896.585622549057,0.0,4.1552279902283424e-126,6.278709091301686e-145,1.562165024961411e-269,0.003448226059013043,2.1278374323868866e-28,0.0,0.0,0.004336795315792339
Semi_KO_ST_perm10,20640,1781.4162318706512,0.0,2.6373746499791127e-133,3.7120070454566104e-154,5.868946216014093e-271,0.311765836606689,1.9278048596191592e-23,0.0,0.0,0.13127723249970777
Semi_KO_Wilcox_perm10,20640,1763.9341831207275,0.0,3.237828499279547e-250,1.0146357111859697e-262,0.0,0.3216315521641578,1.4138347385967655e-59,0.0,0.0,0.0001675563342000393
